code,name,.,涨幅,现价,涨跌,买价,卖价,总手,总金额,现手,1分钟涨速,涨速,实体涨幅,现均差%,换手,委比%,总市值,流通市值,流通比例,内盘,外盘,内外比,备注,利空,利好,主力净量,量比,TTM市盈率,净利润?,市净率,每股盈利,细分行业,所属行业,昨收,开盘,开盘涨幅,最高,最低,5日涨幅,10日涨幅,20日涨幅,年初至今,振幅,买量,卖量,笔数,贡献度,机构动向,异动类型,总股本,流通股本,利润总额,净利润增长率,每股净资产,金叉个数,散户数量,自选时间,自选价格,自选收益
SH600766,园城黄金,--,6.74%,13.77,0.87,13.77,13.78,13815631,185611100,207546↑,0.15%,0.15%,9.20%,2.6,6.17%,10.68,3087603300,3083544600,99.87%,6522782,7292849,0.894,--,无,无,0.13,0.98,8260,130022,52.8,0.001,综合,综合,12.9,12.61,-2.25%,13.95,12.61,1.47%,21.43%,9.63%,192.36%,10.39%,47054,11500,12234,--,5.01,--,224226820,223932070,-75148亿,-95.24%,0.26,1,-35.3,--,--,--
SH688700,东威科技,--,6.74%,151.4,9.56,151.3,151.4,2954449,451187070,16048↑,0.09%,0.09%,2.30%,-0.93,3.31%,35.46,22286080000,13527243000,60.70%,1497036,1457413,1.03,--,有,有,-0.23,1.32,120.7,93123841,27.25,0.63,其他专用设备,专用设备,141.84,148,4.34%,158.84,145.22,7.64%,26.17%,19.92%,123.30%,9.60%,1000,1297,10854,0.09,-12,--,147200000,89347710,106176089亿,34.38%,5.56,5,191.93,--,--,--
SZ002062,宏润建设,--,6.73%,5.71,0.36,5.71,5.72,82943394,477531200,555600↑,0.00%,0.00%,6.13%,-0.88,8.58%,-39.63,6295275000,5516898900,87.64%,48035051,34908343,1.38,--,无,无,1.61,4.36,16.4,158917880,1.57,0.14,基础建设,建筑装饰,5.35,5.38,0.56%,5.89,5.24,6.53%,-2.23%,-4.52%,44.19%,12.15%,23200,113500,37161,--,34.95,--,1102500000,966181940,206430250亿,-9.05%,3.63,4,-76.23,--,--,--
SH603183,建研院,--,6.65%,4.65,0.29,4.65,4.66,17541979,80131747,192860↑,-0.21%,-0.22%,5.92%,1.88,3.64%,-37.47,2328920700,2242316100,96.28%,7464638,10077341,0.741,--,无,无,0.31,2.86,22.73,3170999,1.68,0.01,专业服务,专业服务,4.36,4.39,0.69%,4.74,4.37,1.53%,-5.49%,1.97%,-2.52%,8.49%,15440,124580,16742,0.01,39.19,--,500843150,482218520,5680352亿,-91.98%,2.77,6,-30.42,--,--,--
SZ002675,东诚药业,--,6.63%,13.68,0.85,13.67,13.68,10529466,143506390,100600↑,0.07%,0.07%,5.31%,0.4,1.43%,-72.85,10974292000,10092430200,91.96%,4137082,6392384,0.647,--,无,无,-0.11,2.12,66.37,168739610,2.47,0.21,化学制剂,化学制药,12.83,12.99,1.25%,13.8,12.8,10.77%,1.71%,-0.51%,-12.48%,7.79%,22700,100400,17779,0.23,-19.03,--,802214330,737750750,254148620亿,8.89%,5.54,4,6.42,--,--,--
SZ301080,百普赛斯,--,6.48%,133.23,8.11,133.11,133.23,837718,110415840,3600↑,-0.04%,-0.04%,6.07%,1.14,4.19%,37.18,10658400000,2664600000,25.00%,360487,477231,0.755,--,无,无,0.06,1.78,50.52,108877039,4.33,1.36,其他生物制品,生物制品,125.12,125.61,0.39%,134.9,125.61,8.30%,-4.71%,-17.26%,-36.45%,7.42%,100,128,4972,--,3.43,--,80000000,20000000,121115447亿,50.99%,30.75,1,-101.09,--,--,--
SZ300633,开立医疗,--,6.46%,46.3,2.81,46.3,46.32,15081143,696069470,100--,0.22%,0.22%,5.25%,0.33,3.52%,-6.06,19809999000,19809999000,100.00%,8052630,7028513,1.15,--,无,无,0.06,2.31,63.28,174835890,7.9,0.409,医疗设备,医疗器械,43.49,43.99,1.15%,47.69,43.57,16.39%,18.75%,21.78%,45.57%,9.47%,3395,2400,47447,0.4,3.38,--,427861750,427861750,184308380亿,60.33%,5.86,1,-34.17,--,--,--
SZ301298,东利机械,--,6.46%,18.63,1.13,18.59,18.63,3223747,59233400,109700↑,0.22%,0.22%,5.67%,1.46,9.24%,46.98,2734884000,650234060,23.78%,1389565,1834182,0.758,--,无,无,1.15,3.09,54.06,26266621,3.17,0.226,汽车零部件,汽车零部件,17.5,17.63,0.74%,18.9,17.63,-1.95%,-5.53%,-9.56%,50.48%,7.26%,5500,20100,5688,--,43.73,--,146800000,34902526,30315105亿,-23.73%,5.88,0,-227.34,--,--,--
SZ300171,东富龙,--,6.39%,25.29,1.52,25.29,25.3,22030285,553231770,137900↑,0.00%,0.00%,6.62%,0.75,5.07%,53.53,16069646000,10981848700,68.34%,10872601,11157684,0.974,--,无,无,0.24,2.54,18.05,402651470,3.49,0.638,医疗设备,医疗器械,23.77,23.72,-0.21%,26.18,23.5,17.14%,7.80%,-2.73%,-49.58%,11.27%,34900,21300,45715,0.32,9.25,--,635415040,434236800,487605010亿,18.33%,7.26,4,-18.87,--,--,--
SZ301153,中科江南,--,6.31%,54.11,3.21,54.1,54.11,2015262,108289104,16400↑,-0.06%,-0.06%,4.72%,0.74,8.46%,11.43,5843880000,1288441620,22.05%,999581,1015681,0.984,--,无,有,-0.25,1.25,35.34,60941359,4.01,0.71,软件开发,计算机应用,50.9,51.67,1.51%,54.98,51.29,-6.06%,-1.44%,14.11%,65.58%,7.25%,1500,800,8165,--,-12.22,--,108000000,23811525,74520800亿,18.03%,13.48,3,93.29,--,--,--
SZ001316,润贝航科,--,6.30%,42.52,2.52,42.51,42.53,6994700,298002100,74600↑,-0.07%,-0.07%,3.71%,-0.21,34.97%,-65.27,3401600000,850400000,25.00%,3188923,3805777,0.838,--,无,无,1.89,0.93,24.74,45282434,3.39,0.75,油品石化贸易,石油加工贸易,40,41,2.50%,43.88,40.66,-10.86%,-7.59%,25.72%,45.62%,8.05%,1700,1500,18952,--,14.31,--,80000000,20000000,56184001亿,22.23%,12.55,2,-295.26,--,--,--
SZ300693,盛弘股份,--,6.29%,39.39,2.33,39.38,39.39,19338195,744398290,700↓,-0.03%,-0.03%,6.49%,2.42,12.06%,-43.01,8085801700,6318400700,78.14%,9508915,9829280,0.967,--,有,无,0.77,1.45,61.45,68179366,9.04,0.332,其他电源设备,电力设备,37.06,36.99,-0.19%,40.68,36.5,9.87%,6.40%,5.80%,7.71%,11.28%,10100,11580,43106,--,10.1,--,205275490,160406210,76526504亿,36.21%,4.36,1,-290.86,--,--,--
SZ002496,辉丰股份,--,6.28%,2.37,0.14,2.36,2.37,35082003,80466130,310300↑,0.00%,0.00%,5.33%,3.42,3.08%,-42.15,3572987500,2702736800,75.64%,15052923,20029080,0.752,--,无,无,0.3,3.82,,-38422750,1.5,-0.026,农药,化学制品,2.23,2.25,0.90%,2.44,2.19,0.42%,-2.07%,-3.66%,-15.05%,11.21%,212000,540660,11304,--,15.98,--,1507589700,1140395280,-45157958亿,-107.10%,1.58,9,-51.71,--,--,--
SH688139,海尔生物,--,6.27%,62.04,3.66,62.04,62.09,2297847,141109960,13693↑,0.13%,0.13%,6.27%,1.08,1.25%,49.53,19671132000,11438726500,58.15%,1113019,1184828,0.939,--,无,无,0.07,1.88,34.36,300571000,5.26,0.95,医疗设备,医疗器械,58.38,58.38,0.00%,62.37,58.38,6.43%,0.52%,-10.85%,-31.31%,6.83%,204,400,9980,0.07,20.14,--,317071760,184376640,333937000亿,-47.55%,11.81,2,-24.98,--,--,--
SH605060,联德股份,--,6.15%,23.83,1.38,23.82,23.83,3462280,80027376,54000↑,0.04%,0.04%,6.15%,3.19,4.24%,4.2,5719200000,1944528000,34.00%,1275856,2186424,0.584,--,无,无,-0.07,1.93,31.47,101463351,3,0.42,其他通用设备,通用设备,22.45,22.45,0.00%,23.99,21.95,8.32%,8.81%,7.54%,42.99%,9.09%,11900,8900,13710,0.02,-22.57,--,240000000,81600000,114802728亿,26.29%,7.94,2,6.19,--,--,--
SZ000975,银泰黄金,--,6.14%,12.79,0.74,12.78,12.79,37310123,475426320,183400↑,0.00%,0.00%,3.23%,0.39,1.53%,-47.48,35514278000,31286825000,88.10%,12674515,24635608,0.515,--,有,无,-0.06,1.09,30.27,565841650,3.43,0.204,贵金属,贵金属,12.05,12.39,2.82%,12.97,12.3,-2.89%,1.83%,11.51%,49.94%,5.56%,51860,64000,33081,0.69,-6.6,--,2776722300,2446194300,794282960亿,-15.03%,3.73,3,5.99,--,--,--
SZ301029,怡合达,--,6.13%,62.69,3.62,62.69,62.7,1548812,96035365,10012↑,0.63%,0.63%,5.36%,1.16,0.62%,24.66,30188846000,15537496000,51.47%,513507,1035305,0.496,--,无,无,0,1.89,65.39,257683790,12.54,0.644,其他自动化设备,自动化设备,59.07,59.5,0.73%,63,59.27,6.07%,8.82%,13.18%,-18.07%,6.31%,1788,200,6088,0.59,0.19,--,481557600,247846480,300874100亿,31.04%,5,4,-7.19,--,--,--
SH603309,维力医疗,--,6.07%,20.11,1.15,20.1,20.11,8188204,162953030,46900↑,0.20%,0.20%,5.45%,1.1,2.83%,15.19,5900720800,5824503900,98.71%,3355695,4832509,0.694,--,无,无,-0.18,1.9,41.59,82315025,3.64,0.28,医疗耗材,医疗器械,18.96,19.07,0.58%,20.5,18.96,16.24%,14.20%,14.91%,28.13%,8.12%,18300,33210,16997,0.02,-23.09,--,293422220,289632220,104160478亿,76.87%,5.53,1,34.93,--,--,--
SH688329,艾隆科技,--,6.06%,38.5,2.2,38.47,38.5,1806199,69360819,7286↑,0.16%,0.16%,5.45%,0.27,4.11%,-85.83,2972200000,1693912500,56.99%,643630,1162569,0.554,--,无,无,0.16,1.91,27.73,30212509,3.75,0.39,其他自动化设备,自动化设备,36.3,36.51,0.58%,39.16,36.51,12.90%,5.36%,4.39%,-7.43%,7.30%,300,2066,4589,0.01,15.98,--,77200000,43997726,33744456亿,62.32%,10.26,3,-80.51,--,--,--
SH600587,新华医疗,--,6.00%,24.54,1.39,24.54,24.55,24889953,601114610,191285↑,0.00%,0.00%,6.70%,1.68,6.17%,48.62,10109863800,9901072000,97.93%,10936757,13953196,0.784,--,无,无,-0.04,2.06,18.4,322305550,1.95,0.79,医疗设备,医疗器械,23.15,23,-0.65%,25.19,22.7,15.27%,14.35%,21.61%,-23.43%,10.76%,20915,27753,41068,0.04,-1.59,--,411974890,403466670,405896490亿,-2.12%,12.59,1,10.52,--,--,--
SH603566,普莱柯,--,6.00%,28.43,1.61,28.43,28.44,4774266,134701730,22300↑,-0.07%,-0.07%,5.37%,0.8,1.49%,-55.34,10033418200,9140131300,91.10%,1927507,2846759,0.677,--,无,无,-0.01,1.4,62.4,80259075,3.71,0.227,动物保健,农业服务,26.82,26.98,0.60%,28.68,26.9,1.54%,-8.59%,-4.73%,29.82%,6.64%,5000,400,15102,0.04,-2.89,--,352916570,321496000,91638091亿,-50.94%,7.66,7,1.97,--,--,--
SZ300558,贝达药业,--,6.00%,44.9,2.54,44.87,44.9,6341813,283527190,43800↑,-0.11%,-0.11%,5.52%,0.45,1.53%,-6.5,18704007000,18642344000,99.67%,2626965,3714848,0.707,--,无,无,0.05,2.36,71.2,94717355,3.97,0.227,化学制剂,化学制药,42.36,42.55,0.45%,45.76,42.42,12.67%,1.06%,-1.08%,-43.58%,7.88%,800,1176,22881,0.36,6.75,--,416570320,415196970,72140187亿,-55.96%,11.3,1,-14.69,--,--,--
SH601699,潞安环能,--,5.98%,16.67,0.94,16.66,16.67,38401278,631834600,1115100↑,0.00%,0.00%,4.32%,1.38,1.28%,-73.09,49866791000,49866791000,100.00%,14546947,23854331,0.61,--,无,无,0.08,1.13,5.41,5848933500,1.25,1.96,煤炭开采,煤炭开采加工,15.73,15.98,1.59%,16.79,15.98,-1.94%,-0.66%,5.04%,56.72%,5.15%,106866,187645,55760,0.18,10.55,--,2991409200,2991409200,9084693100亿,75.07%,13.29,7,-8.98,--,--,--
SZ301168,通灵股份,--,5.95%,53.75,3.02,53.75,53.76,1760739,92122965,52689↑,-0.06%,-0.06%,5.93%,2.82,5.87%,-26.27,6450000000,1612500000,25.00%,855814,904925,0.946,--,无,无,0.24,1.21,78.99,46850346,3.44,0.39,光伏设备,电力设备,50.73,50.74,0.02%,53.95,49.2,2.11%,-3.15%,-10.88%,-10.40%,9.36%,13011,1100,9127,--,13.3,--,120000000,30000000,50617425亿,4.22%,15.63,4,-115.75,--,--,--
SH605259,绿田机械,--,5.95%,33.3,1.87,33.29,33.3,2253423,74082021,32000↑,0.06%,0.06%,6.15%,1.35,5.88%,69.67,2930400000,1277234820,43.59%,847150,1406273,0.602,--,无,无,-0.19,3.31,15.35,103910825,2.14,1.18,其他专用设备,专用设备,31.43,31.37,-0.19%,33.5,31.3,3.93%,-0.06%,6.73%,2.94%,7.00%,3500,12600,5607,0.01,-14.96,--,88000000,38355400,118977046亿,43.88%,15.54,4,-10.48,--,--,--
SZ301035,润丰股份,--,5.88%,104.82,5.82,104.8,104.82,1487627,153670380,100--,-0.07%,-0.07%,5.28%,1.54,1.71%,-4.18,28949188000,9116328800,31.49%,606685,880942,0.689,--,无,无,-0.02,1.38,20.49,887649640,5.17,3.21,农药,化学制品,99,99.56,0.57%,105.03,98.66,5.96%,2.76%,5.35%,83.36%,6.43%,500,1020,8651,--,-4.53,--,276180000,86971273,1033420210亿,223.00%,20.28,6,25.7,--,--,--
SH600732,爱旭股份,--,5.86%,38.49,2.13,38.48,38.49,39518749,1508094800,558800↑,-0.29%,-0.29%,2.69%,0.9,4.69%,-69.25,43831885000,32445191000,74.02%,17468178,22050571,0.792,--,无,无,0.42,1.52,88.69,595994600,11.91,0.523,光伏设备,电力设备,36.36,37.48,3.08%,39.58,36.25,10.38%,14.25%,8.24%,64.77%,9.16%,9200,43800,81826,0.15,12.77,--,1138786310,842951180,607925110亿,2609%,3.23,2,-29.22,--,--,--
SH601958,金钼股份,--,5.85%,7.96,0.44,7.96,7.97,35706244,281381820,565945↑,0.25%,0.25%,4.74%,1.06,1.11%,-19.02,25683771000,25683771000,100.00%,14505638,21200606,0.684,--,无,无,0.06,1.39,27.97,664971350,2.07,0.206,其他小金属,小金属,7.52,7.6,1.06%,8.09,7.6,-5.35%,-2.93%,-0.13%,17.93%,6.52%,115555,77200,52326,0.09,14.88,--,3226604400,3226604400,963098680亿,175.40%,3.86,2,-4.65,--,--,--
SZ000953,河化股份,--,5.85%,5.61,0.31,5.61,5.62,6046000,33083606,133200↑,0.18%,0.18%,4.86%,2.6,1.65%,74.01,2053945500,2053945500,100.00%,2188213,3857787,0.567,--,无,无,0.32,1.62,233.5,1634819,11.45,0.005,原料药,化学制药,5.3,5.35,0.94%,5.61,5.33,-0.36%,-5.24%,-8.33%,-4.75%,5.28%,55500,900,7945,--,71.05,--,366122200,366122200,3033844亿,-42.77%,0.49,7,-16.63,--,--,--
SH600165,新日恒力,--,5.82%,8.55,0.47,8.55,8.57,12421600,105388855,95800↑,0.23%,0.23%,4.78%,0.81,1.81%,31.48,5855756300,5855756300,100.00%,5265150,7156450,0.736,--,无,无,0.1,1.77,464.2,8908642,7.55,0.013,其他化学制品,化学制品,8.08,8.16,0.99%,8.88,8.14,-2.06%,-8.56%,-8.65%,-36.34%,9.16%,17400,10300,18413,0.02,16.81,--,684883780,684883780,8211164亿,133.40%,1.13,8,-20.68,--,--,--
SH603658,安图生物,--,5.71%,55.57,3,55.56,55.57,8344693,459955650,43400↑,0.02%,0.02%,5.05%,0.86,1.42%,42.49,32579149000,32579149000,100.00%,3909635,4435058,0.882,--,无,无,0.09,2.44,29.77,533520710,4.53,0.91,体外诊断,医疗器械,52.57,52.9,0.63%,56.15,52.62,13.25%,9.69%,20.33%,2.26%,6.71%,30304,3812,30719,0.11,19.11,--,586272260,586272260,612156270亿,29.28%,12.26,1,-24.56,--,--,--
SH600529,山东药玻,--,5.60%,29.03,1.54,29.02,29.03,12789427,370823690,87500↑,0.00%,0.00%,4.80%,0.13,2.15%,-45.37,17271914000,17271914000,100.00%,5142232,7647195,0.672,--,无,无,-0.03,1.61,28.22,321881570,3.58,0.541,医疗耗材,医疗器械,27.49,27.7,0.76%,29.35,27.7,6.81%,4.39%,3.31%,-33.42%,6.00%,4597,20600,35410,0.06,-4.69,--,594967750,594967750,385747050亿,6.94%,8.1,3,5.46,--,--,--
SZ000920,沃顿科技,--,5.56%,7.98,0.42,7.98,7.99,10810812,87295741,241500↑,0.00%,0.00%,4.04%,-1.25,2.56%,-74.32,3367560000,3366333100,99.96%,6908478,3902334,1.77,--,无,无,0.58,3.94,26.93,63207844,2.6,0.15,膜材料,化工合成材料,7.56,7.67,1.46%,8.32,7.57,-0.62%,-3.39%,-9.11%,-29.93%,9.92%,6400,102800,14786,--,55.35,--,422000000,421846250,68547203亿,6.18%,3.07,9,-39.86,--,--,--
SH688598,金博股份,--,5.54%,309.11,16.23,309.11,309.65,1643231,504299980,9146↑,0.04%,0.04%,4.62%,0.76,2.44%,-61.96,29079235000,20818074000,71.59%,723018,920213,0.786,--,无,无,-0.02,1.38,43.72,367974040,5.45,3.91,光伏设备,电力设备,292.88,295.47,0.88%,314,293.5,6.56%,8.46%,7.94%,-12.88%,7.00%,28,200,6876,0.1,-1.12,--,94074067,67348432,423713510亿,80.38%,56.77,6,21.29,--,--,--
SZ301030,仕净科技,--,5.53%,32.61,1.71,32.61,32.62,9552628,298832440,100↓,0.25%,0.25%,4.99%,4.3,9.16%,81.05,4348000000,3399965400,78.20%,4871976,4680652,1.04,--,无,无,0.98,1.5,59.63,40758317,4.06,0.31,环保设备,环保,30.9,31.06,0.52%,32.69,29.34,7.27%,9.87%,11.30%,0.87%,10.84%,891,500,26339,--,19.34,--,133333334,104261434,47334837亿,56.58%,8.02,0,-271.33,--,--,--
SH601101,昊华能源,--,5.45%,7.54,0.39,7.54,7.55,49502938,372637470,737657↑,-0.26%,-0.27%,3.71%,0.17,3.44%,-21.98,10857584400,10857584400,100.00%,20777940,28724998,0.723,--,无,无,0.16,1.36,4.71,923723810,1.09,0.641,煤炭开采,煤炭开采加工,7.15,7.27,1.68%,7.76,7.25,-2.71%,1.75%,3.43%,32.10%,7.13%,58343,83200,55721,0.04,12.81,--,1439997900,1439997900,1670011100亿,46.37%,6.92,4,-14.19,--,--,--
SH603991,至正股份,--,5.43%,36.69,1.89,36.69,36.7,587100,21168288,11800↑,-0.11%,-0.11%,3.97%,1.82,0.79%,-5.82,2734689100,2734689100,100.00%,323150,263950,1.22,--,无,无,0.03,2.01,,-6126442,8.78,-0.08,其他塑料制品,化工合成材料,34.8,35.29,1.41%,37.1,35.09,-4.82%,-6.71%,-14.18%,-11.51%,5.78%,4100,900,2070,0.01,11.81,--,74534998,74534998,-5908418亿,42.37%,4.18,9,-7.61,--,--,--
SH688085,三友医疗,--,5.41%,30.2,1.55,30.18,30.2,5152996,154571180,46100↑,0.13%,0.13%,4.68%,0.71,5.54%,53.38,6821178900,2810329000,41.20%,2200162,2952834,0.745,--,无,无,0,1.52,35.42,76656199,3.95,0.33,医疗耗材,医疗器械,28.65,28.85,0.70%,30.65,28.44,11.77%,12.14%,21.58%,8.25%,7.71%,1034,277,8663,0.02,0.03,--,225866850,93057250,91496269亿,8.79%,7.64,1,-76.7,--,--,--
SH688114,华大智造,--,5.39%,118.98,6.09,118.81,118.98,3869303,455511990,17462↑,-0.50%,-0.50%,4.56%,1.11,12.13%,-25.63,49151828000,3794523200,7.72%,1701137,2168166,0.785,--,无,无,1.1,1.36,122.1,1958000000,6.44,0.832,医疗设备,医疗器械,112.89,113.79,0.80%,122.12,111.03,16.53%,-0.73%,36.48%,36.48%,9.82%,200,321,11980,--,12.26,--,413110000,31892110,389549040亿,-19.10%,18.49,0,-779.8,--,--,--
SH688161,威高骨科,--,5.39%,60.6,3.1,60.56,60.6,3333608,200384040,15460↑,-0.33%,-0.33%,8.19%,0.85,6.70%,-72.58,24240000000,3015314000,12.44%,1270047,2063561,0.616,--,无,无,-0.59,3.12,33.71,397978390,5.13,0.99,医疗耗材,医疗器械,57.5,56.01,-2.59%,61.49,55.91,22.92%,9.54%,6.50%,-4.11%,9.70%,200,67,8516,0.08,-16.48,--,400000000,49757657,465997550亿,7.81%,11.81,3,393.36,--,--,--
SH688278,特宝生物,--,5.35%,32.47,1.65,32.45,32.47,4013158,130713042,28802↑,0.19%,0.19%,4.98%,-0.33,1.80%,-12.56,13208796000,7229459900,54.73%,2211124,1802034,1.23,--,无,无,0.08,1.55,54.41,133654118,10.53,0.33,其他生物制品,生物制品,30.82,30.93,0.36%,33.28,30.93,6.99%,2.43%,9.07%,11.27%,7.62%,1000,3356,10335,0.04,12.9,--,406800000,222650440,175047530亿,85.36%,3.08,3,-20.93,--,--,--
SH688271,联影医疗,--,5.33%,184.33,9.33,184.33,184.35,3221813,591831960,22739↑,0.02%,0.02%,4.73%,0.36,6.82%,-9.49,1.52E+11,8709692400,5.73%,1482525,1739288,0.852,--,无,无,1.23,1.59,98.42,773832240,9.17,0.939,医疗设备,医疗器械,175,176,0.57%,188.5,173.55,11.37%,9.24%,7.17%,67.76%,8.54%,2215,200,11953,--,22.82,--,824157990,47250542,877175810亿,19.52%,20.1,2,-1032.51,--,--,--
SH605305,中际联合,--,5.27%,37.94,1.9,37.93,37.94,4342026,162230080,49500↑,0.00%,0.00%,3.46%,1.6,4.09%,-56.05,5759292000,4031504400,70.00%,1916836,2425190,0.79,--,无,有,-0.01,1.6,29.45,87004262,2.76,0.57,工程机械,专用设备,36.04,36.67,1.75%,38.2,35.71,1.12%,-3.24%,-9.45%,-45.27%,6.91%,600,10800,16854,0.02,-2.44,--,151800000,106260000,98925480亿,-29.37%,13.75,4,2.42,--,--,--
SH688639,华恒生物,--,5.26%,143.16,7.16,143.12,143.16,844285,121557894,2809↑,-0.83%,-0.83%,4.84%,-0.6,1.33%,-0.09,15518544000,9085197900,58.54%,371161,473124,0.785,--,无,无,-0.18,1.41,66.01,128988754,12.21,1.19,食品及饲料添加剂,化学制品,136,136.55,0.40%,147.3,136.3,0.82%,-4.02%,4.45%,11.24%,8.09%,400,91,3422,0.05,-26.35,--,108400000,63461846,148564970亿,107.60%,11.72,6,69.98,--,--,--
SH688390,固德威,--,5.25%,290.5,14.5,290.1,290.5,3380366,958719370,50↓,0.16%,0.16%,4.38%,2.49,4.73%,57.18,35789600000,20748356000,57.97%,1514996,1865370,0.812,--,无,无,-0.14,1.27,197.6,54620046,21.96,0.44,光伏设备,电力设备,276,278.32,0.84%,290.88,268,1.29%,3.19%,-6.89%,-11.27%,8.29%,600,7629,15193,0.11,-3.75,--,123200000,71422911,39718065亿,-64.32%,13.23,3,74.76,--,--,--
SH603882,金域医学,--,5.22%,64.35,3.19,64.34,64.35,6429879,411001140,71400↑,-0.08%,-0.08%,4.38%,0.7,1.39%,-33,30060380000,29859370000,99.33%,2761730,3668149,0.753,--,无,无,0.01,1.91,10.72,1642969000,3.73,3.52,其他医疗服务,医疗服务,61.16,61.65,0.80%,64.75,61,7.81%,-1.58%,-3.48%,-41.55%,6.13%,2400,10998,24489,0.09,1.81,--,467138780,464015080,2052759000亿,55.11%,17.25,6,-1.13,--,--,--
SH600933,爱柯迪,--,5.21%,19.17,0.95,19.16,19.17,9771690,184921710,288400↑,0.00%,0.00%,4.47%,1.35,1.11%,-69.93,16875780000,16875780000,100.00%,4216747,5554943,0.759,--,无,无,0.02,0.91,51.96,213143730,3.51,0.242,汽车零部件,汽车零部件,18.22,18.35,0.71%,19.43,18.03,-0.78%,7.46%,14.38%,0.47%,7.68%,30000,90393,24109,0.05,12.47,--,880322400,880322400,252681390亿,7.51%,5.46,5,0,--,--,--
SZ001236,弘业期货,--,5.20%,12.14,0.6,12.13,12.14,29957425,363781920,351200↑,-0.16%,-0.16%,3.67%,-0.03,29.73%,-39.33,12234422200,1223442220,10.00%,12895256,17062169,0.756,--,无,无,1.16,0.7,174.4,35254924,6.49,0.039,多元金融,保险及其他,11.54,11.71,1.47%,12.46,11.58,-13.29%,1.76%,-1.46%,552.69%,7.63%,6300,10899,35117,--,9.78,--,1007777780,100777778,46034979亿,-22.18%,1.87,0,0,--,--,--
SH688048,长光华芯,--,5.18%,113.81,5.61,113.81,113.88,1244038,139881050,11072↑,0.11%,0.11%,4.29%,1.27,4.25%,21.24,15432631000,3327950200,21.56%,563310,680728,0.828,--,无,无,0.37,0.87,121.5,59181810,4.87,0.499,分立器件,半导体及元件,108.2,109.13,0.86%,115,108.8,-2.43%,-5.10%,-4.60%,41.73%,5.73%,2983,400,4453,--,15.74,--,135599960,29241281,60638581亿,24.73%,23.38,10,-162.42,--,--,--
SH600962,国投中鲁,--,5.17%,10.17,0.5,10.17,10.18,8579446,88238711,218802↑,0.30%,0.30%,3.14%,-1.19,3.27%,27.61,2666675700,2666675700,100.00%,4196455,4382991,0.957,--,无,无,0.42,2.28,,10467782,3.91,0.04,软饮料,饮料制造,9.67,9.86,1.96%,10.64,9.75,-2.49%,-4.78%,-11.87%,-4.15%,9.20%,23098,31600,14371,0.01,65.07,--,262210000,262210000,23280689亿,83.17%,2.6,4,-54.64,--,--,--
SH688016,心脉医疗,--,5.13%,158.52,7.74,158.52,158.68,2348761,373093290,14249↑,0.01%,0.01%,4.90%,-0.22,6.08%,-9.73,11409975900,6122868900,53.66%,1135027,1213734,0.935,--,无,无,0.48,2.08,32.96,215036450,7.28,2.99,医疗耗材,医疗器械,150.78,151.12,0.23%,162.6,149.98,15.26%,4.55%,10.81%,-35.73%,8.37%,2281,1500,8793,0.03,11.57,--,71978147,38625214,250325550亿,16.42%,21.78,2,-290.46,--,--,--
SZ002192,融捷股份,--,5.12%,117.2,5.71,117.2,117.21,9464713,1109291440,75751↑,0.00%,0.00%,2.92%,0,3.65%,91.29,30431590000,30368891000,99.79%,4192157,5272556,0.795,--,无,有,0.19,1.4,48.18,576073130,24.86,2.22,能源金属,小金属,111.49,113.87,2.13%,122.59,112.38,-7.36%,-7.35%,-2.33%,-9.95%,9.16%,14549,1000,39983,--,8.38,--,259655200,259120230,656331710亿,4444%,4.71,1,1.83,--,--,--
SH688293,奥浦迈,--,5.11%,127.53,6.2,127.25,127.53,936197,118256726,3833↑,-0.09%,-0.09%,3.84%,1,5.53%,-60.73,10454951200,2158389400,20.64%,457448,478749,0.956,--,无,无,0.4,0.68,110.3,81000000,4.91,0.651,医疗研发外包,医疗服务,121.33,122.81,1.22%,128.9,120.29,-3.75%,2.02%,59.02%,59.02%,7.10%,500,187,2983,--,11.47,--,81980328,16924562,62176753亿,181.40%,25.99,7,-611.94,--,--,--
SZ002592,ST八菱,--,5.09%,5.78,0.28,5.78,--,13553300,76337191,13400↑,0.00%,0.00%,4.14%,2.68,5.19%,100,1637654100,1510181200,92.22%,6298500,7254800,0.868,--,无,无,0.81,0.94,,11738565,2.18,0.04,汽车零部件,汽车零部件,5.5,5.55,0.91%,5.78,5.42,-1.37%,-17.66%,15.60%,-20.71%,6.55%,1158000,0,6330,--,69.02,--,283331160,261277030,12583872亿,-93.59%,2.65,3,-155.7,--,--,--
SZ000980,ST众泰,--,5.09%,4.75,0.23,4.75,--,51545113,234063670,494900↑,0.00%,0.00%,3.71%,4.63,1.20%,100,24078597000,20365395000,84.58%,24616145,26928968,0.914,--,有,无,0.01,1.33,,-277369530,7.61,-0.05,乘用车,汽车整车,4.52,4.58,1.33%,4.75,4.33,-8.65%,-15.93%,-0.63%,-25.20%,9.29%,168700,0,16503,--,1.14,--,5069178200,4287451600,-277526180亿,63.15%,0.62,5,4.37,--,--,--
